Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
261,20.0044,0.7,100.0,491.19,608.37,1487.84,1268.17,9.35,13.66,333.71,2324.62,8822.66,1.08,44.7,314.17,2388.78,8148.12,9.2871,0.03,367,2324,100.0,24.22,14.6498,2
262,42.0015,0.84,100.0,445.0,550.88,1369.95,1142.65,3.91,5.72,139.11,2213.36,8415.31,1.03,42.29,130.65,2389.57,8168.41,9.3962,0.02,334,2212,100.0,10.52,6.2904,2
263,25.0063,0.6204,60.0,462.54,537.15,1266.54,1053.21,7.05,9.03,175.57,1916.8,8098.48,0.94,36.99,164.59,2029.77,7944.95,10.9712,0.02,311,1915,84.93,14.28,8.481,2
264,35.0079,0.84,100.0,449.44,556.09,1370.48,1140.23,5.48,8.01,193.77,2224.57,8455.44,1.02,42.28,182.94,2389.78,8158.8,9.3859,0.02,335,2223,100.0,14.73,8.8574,2
265,35.0014,0.8413,100.0,449.44,556.51,1377.46,1148.78,5.48,8.01,194.49,2224.62,8447.58,1.02,42.21,183.11,2389.79,8155.82,9.384,0.02,336,2223,100.0,14.65,8.9001,2
266,0.0012,0.001,100.0,518.67,643.36,1602.24,1423.33,14.62,21.61,552.55,2388.08,9170.05,1.3,47.98,520.48,2388.15,8230.16,8.4802,0.03,395,2388,100.0,38.71,23.1852,2
267,35.0065,0.8402,100.0,449.44,556.36,1376.62,1145.42,5.48,8.01,194.63,2224.58,8458.57,1.02,42.25,183.3,2389.83,8164.84,9.3886,0.02,337,2223,100.0,14.54,8.7984,2
268,0.0004,0.0,100.0,518.67,643.85,1608.31,1422.56,14.62,21.61,552.07,2388.16,9175.26,1.3,48.02,520.95,2388.14,8232.57,8.484,0.03,397,2388,100.0,38.44,23.1449,2
269,42.0071,0.8402,100.0,445.0,550.77,1363.54,1139.23,3.91,5.72,138.05,2213.63,8430.18,1.03,42.68,130.76,2389.86,8183.25,9.3764,0.02,333,2212,100.0,10.45,6.3103,2
270,42.0066,0.8416,100.0,445.0,550.51,1358.97,1142.64,3.91,5.72,138.59,2213.59,8440.71,1.03,42.55,130.51,2389.83,8189.09,9.4042,0.02,336,2212,100.0,10.58,6.3822,2
271,20.0034,0.7,100.0,491.19,608.34,1488.88,1266.37,9.35,13.66,333.89,2324.78,8837.52,1.07,44.82,314.81,2389.02,8163.27,9.3046,0.03,370,2324,100.0,24.23,14.5528,2
272,42.0046,0.84,100.0,445.0,550.29,1365.45,1146.08,3.91,5.72,138.25,2213.67,8436.36,1.03,42.57,130.6,2389.88,8192.34,9.3754,0.02,334,2212,100.0,10.75,6.3266,2
273,42.0019,0.84,100.0,445.0,550.26,1360.07,1150.4,3.91,5.72,138.05,2213.68,8438.59,1.03,42.62,130.82,2389.86,8188.74,9.4053,0.02,335,2212,100.0,10.59,6.3793,2
1,35.0026,0.84,100.0,449.44,556.16,1364.28,1129.88,5.48,8.0,194.54,2222.97,8363.27,1.02,41.77,182.89,2388.1,8070.97,9.3458,0.02,335,2223,100.0,14.72,8.8167,0
2,42.0066,0.8417,100.0,445.0,549.6,1356.3,1134.49,3.91,5.72,138.45,2211.9,8321.44,1.02,42.36,130.01,2387.94,8082.24,9.3787,0.02,331,2212,100.0,10.52,6.3969,0
3,24.9984,0.62,60.0,462.54,537.4,1261.47,1050.22,7.05,9.03,175.48,1915.34,8014.04,0.94,36.6,164.74,2028.19,7874.57,10.9368,0.02,308,1915,84.93,14.26,8.5319,0
4,25.0007,0.62,60.0,462.54,537.05,1261.72,1056.91,7.05,9.03,175.1,1915.37,8012.7,0.94,36.75,164.35,2028.27,7872.28,10.9218,0.02,308,1915,84.93,14.15,8.6598,0
5,25.0013,0.62,60.0,462.54,536.42,1262.4,1055.0,7.05,9.03,175.41,1915.29,8010.12,0.94,36.8,164.2,2028.22,7876.42,10.922,0.02,307,1915,84.93,14.27,8.6084,0
6,10.0019,0.25,100.0,489.05,605.03,1506.22,1311.21,10.52,15.49,393.97,2318.97,8775.89,1.26,45.51,371.93,2388.21,8124.47,8.677,0.03,371,2319,100.0,28.46,17.1987,0
7,20.0012,0.7,100.0,491.19,607.56,1485.85,1252.24,9.35,13.66,334.78,2324.05,8719.4,1.08,44.53,314.33,2388.1,8057.64,9.2545,0.03,364,2324,100.0,24.29,14.6175,0
8,10.0027,0.25,100.0,489.05,605.05,1501.2,1312.24,10.52,15.49,394.92,2318.95,8776.99,1.26,45.68,371.51,2388.21,8128.28,8.664,0.03,369,2319,100.0,28.52,17.134,0
9,35.0031,0.84,100.0,449.44,556.38,1368.03,1129.12,5.48,8.0,194.05,2222.92,8347.27,1.02,42.01,183.06,2388.01,8067.13,9.3316,0.02,334,2223,100.0,14.7,8.7805,0
10,42.0033,0.8408,100.0,445.0,549.46,1362.47,1116.83,3.91,5.72,138.73,2211.9,8323.03,1.02,42.32,130.45,2387.98,8087.12,9.3805,0.02,330,2212,100.0,10.63,6.2058,0
11,25.0043,0.621,60.0,462.54,537.12,1263.49,1052.6,7.05,9.03,176.02,1915.24,8008.77,0.94,36.8,164.3,2028.16,7870.61,10.904,0.02,308,1915,84.93,14.21,8.6113,0
12,0.0014,0.0008,100.0,518.67,642.94,1592.76,1412.84,14.62,21.61,553.33,2388.13,9054.07,1.3,47.76,521.2,2388.11,8130.17,8.4494,0.03,392,2388,100.0,38.74,23.2874,0
13,42.0046,0.84,100.0,445.0,549.52,1357.01,1127.18,3.91,5.72,138.38,2211.8,8324.11,1.02,42.17,130.01,2387.91,8086.03,9.3692,0.02,331,2212,100.0,10.51,6.3949,0
14,10.0011,0.25,100.0,489.05,605.16,1500.64,1306.21,10.52,15.49,395.27,2318.99,8778.39,1.26,45.61,371.21,2388.14,8126.91,8.6955,0.03,369,2319,100.0,28.6,17.1167,0
15,25.0014,0.6207,60.0,462.54,536.77,1258.51,1045.62,7.05,9.02,175.79,1915.27,8012.75,0.94,36.81,164.44,2028.19,7870.97,10.9123,0.02,309,1915,84.93,14.31,8.5659,0
16,41.999,0.8405,100.0,445.0,549.13,1353.7,1126.58,3.91,5.72,138.36,2211.88,8323.09,1.02,42.27,130.11,2387.89,8078.29,9.4044,0.02,333,2212,100.0,10.58,6.2923,0
17,41.9986,0.8417,100.0,445.0,549.58,1355.84,1130.18,3.91,5.72,138.89,2211.81,8321.49,1.02,42.09,130.51,2387.88,8083.12,9.3647,0.02,331,2212,100.0,10.66,6.4336,0
18,10.0051,0.2514,100.0,489.05,605.01,1505.05,1311.03,10.52,15.49,395.07,2318.97,8783.65,1.26,45.33,371.74,2388.16,8129.7,8.7103,0.03,371,2319,100.0,28.63,17.1018,0
19,42.0037,0.8417,100.0,445.0,550.05,1355.48,1124.64,3.91,5.72,138.01,2211.87,8321.12,1.02,42.17,130.18,2387.88,8086.91,9.3986,0.02,332,2212,100.0,10.45,6.2159,0
20,0.001,0.0,100.0,518.67,642.95,1592.67,1408.49,14.62,21.61,553.6,2388.07,9060.12,1.3,47.64,521.54,2388.08,8136.33,8.4203,0.03,394,2388,100.0,38.58,23.2247,0
21,20.0076,0.7007,100.0,491.19,607.45,1486.82,1248.56,9.35,13.66,335.28,2323.99,8719.69,1.08,44.47,314.19,2388.16,8057.84,9.2465,0.02,366,2324,100.0,24.46,14.6011,0
22,35.0075,0.841,100.0,449.44,556.21,1367.25,1128.76,5.48,8.0,193.79,2222.98,8346.23,1.02,41.98,182.55,2388.0,8073.93,9.327,0.02,333,2223,100.0,14.87,8.8569,0
23,19.9995,0.7,100.0,491.19,607.59,1482.9,1248.41,9.35,13.66,334.31,2324.0,8725.08,1.08,44.51,314.95,2388.12,8059.19,9.2471,0.03,365,2324,100.0,24.48,14.6859,0
24,0.0024,0.0,100.0,518.67,642.49,1597.76,1413.99,14.62,21.61,553.03,2388.14,9050.91,1.3,47.59,521.55,2388.1,8133.17,8.4212,0.03,394,2388,100.0,38.71,23.2392,0
25,20.0038,0.7,100.0,491.19,607.32,1485.61,1253.78,9.35,13.66,334.5,2323.98,8723.16,1.08,44.58,314.71,2388.15,8058.55,9.241,0.02,365,2324,100.0,24.6,14.6483,0
26,42.0047,0.84,100.0,445.0,549.74,1353.32,1123.97,3.91,5.71,138.53,2211.85,8323.03,1.02,42.18,130.36,2388.0,8087.05,9.3716,0.02,331,2212,100.0,10.53,6.3409,0
27,35.0042,0.84,100.0,449.44,555.85,1368.64,1138.69,5.48,8.0,194.75,2222.92,8353.19,1.02,41.98,183.58,2388.03,8066.93,9.3422,0.02,334,2223,100.0,14.84,8.8834,0
28,42.0001,0.8417,100.0,445.0,549.66,1353.58,1124.45,3.91,5.72,138.93,2211.84,8322.5,1.02,42.02,131.19,2387.93,8087.97,9.3662,0.02,331,2212,100.0,10.69,6.3391,0
29,42.0007,0.84,100.0,445.0,549.99,1353.84,1128.78,3.91,5.72,138.17,2211.79,8323.18,1.02,42.08,130.52,2387.92,8081.05,9.4087,0.02,332,2212,100.0,10.81,6.3538,0
30,42.0004,0.84,100.0,445.0,550.16,1355.93,1131.1,3.91,5.71,137.99,2211.91,8325.55,1.02,42.23,130.21,2387.96,8078.59,9.3531,0.02,332,2212,100.0,10.71,6.2965,0
31,42.0052,0.8403,100.0,445.0,549.77,1355.54,1128.24,3.91,5.71,139.36,2211.77,8326.23,1.02,42.09,130.64,2387.9,8088.09,9.3812,0.02,331,2212,100.0,10.54,6.3679,0
32,25.0051,0.62,60.0,462.54,537.19,1264.41,1050.59,7.05,9.02,174.25,1915.32,8014.79,0.94,37.04,164.37,2028.25,7873.15,10.9075,0.02,307,1915,84.93,14.41,8.5591,0
33,25.0074,0.621,60.0,462.54,536.74,1268.79,1047.67,7.05,9.03,175.46,1915.3,8014.64,0.94,36.86,164.68,2028.23,7874.75,10.9695,0.02,308,1915,84.93,14.29,8.7217,0
34,25.0032,0.6209,60.0,462.54,537.39,1262.72,1056.05,7.05,9.03,175.09,1915.27,8013.26,0.94,36.88,164.84,2028.2,7873.53,10.9279,0.02,308,1915,84.93,14.41,8.6079,0
35,10.0034,0.25,100.0,489.05,605.24,1499.31,1312.44,10.52,15.5,393.3,2319.0,8781.02,1.26,45.43,371.34,2388.18,8133.88,8.6719,0.03,371,2319,100.0,28.45,17.0577,0
36,25.0023,0.6213,60.0,462.54,537.12,1264.78,1048.79,7.05,9.03,175.79,1915.35,8012.66,0.94,36.74,164.4,2028.21,7876.47,10.9289,0.02,307,1915,84.93,14.28,8.645,0
37,10.0022,0.25,100.0,489.05,604.21,1496.51,1311.17,10.52,15.49,393.77,2318.96,8778.53,1.26,45.35,371.16,2388.14,8129.03,8.6688,0.03,369,2319,100.0,28.55,17.0416,0
38,19.9993,0.7004,100.0,491.19,607.89,1494.58,1262.65,9.35,13.66,334.21,2323.98,8721.02,1.07,44.41,314.33,2388.12,8055.69,9.2772,0.02,366,2324,100.0,24.4,14.7602,0
39,42.0058,0.84,100.0,445.0,549.86,1359.56,1131.22,3.91,5.72,139.02,2211.79,8327.15,1.02,42.19,130.1,2387.91,8081.63,9.3804,0.02,331,2212,100.0,10.49,6.4409,0
40,42.0037,0.84,100.0,445.0,549.44,1356.25,1125.19,3.91,5.71,138.12,2211.89,8322.76,1.02,42.26,130.49,2387.91,8085.64,9.3718,0.02,331,2212,100.0,10.57,6.3613,0
41,42.0024,0.8409,100.0,445.0,549.84,1354.69,1130.92,3.91,5.72,138.4,2211.8,8325.08,1.02,42.35,130.31,2387.91,8085.11,9.3817,0.02,331,2212,100.0,10.48,6.4053,0
42,20.0034,0.7013,100.0,491.19,607.42,1479.71,1252.99,9.35,13.66,334.03,2324.03,8721.69,1.08,44.54,314.67,2388.12,8057.39,9.2364,0.02,366,2324,100.0,24.47,14.7314,0
43,19.9989,0.7,100.0,491.19,607.77,1491.09,1253.61,9.35,13.66,334.04,2324.02,8730.29,1.08,44.5,314.57,2388.16,8062.44,9.2112,0.03,365,2324,100.0,24.58,14.733,0
44,19.9981,0.7001,100.0,491.19,607.61,1483.36,1257.23,9.35,13.66,334.18,2324.02,8718.24,1.07,44.54,314.8,2388.16,8057.28,9.2462,0.02,366,2324,100.0,24.48,14.4844,0
45,9.9991,0.2515,100.0,489.05,605.17,1509.66,1307.8,10.52,15.5,394.39,2319.02,8782.91,1.26,45.56,371.25,2388.19,8129.21,8.6835,0.03,370,2319,100.0,28.75,17.0204,0
46,9.9989,0.2519,100.0,489.05,605.13,1503.5,1317.13,10.52,15.49,394.04,2319.01,8782.7,1.26,45.45,371.28,2388.15,8129.92,8.6922,0.03,369,2319,100.0,28.39,17.1904,0
47,35.0041,0.8408,100.0,449.44,555.89,1371.75,1137.05,5.48,8.0,194.65,2222.99,8348.04,1.02,41.99,182.78,2388.05,8069.94,9.3492,0.02,334,2223,100.0,14.89,8.893,0
48,10.0027,0.2501,100.0,489.05,605.05,1499.43,1319.34,10.52,15.5,394.81,2318.96,8789.22,1.26,45.46,371.71,2388.22,8127.91,8.6493,0.03,372,2319,100.0,28.52,17.1066,0
49,25.0021,0.6203,60.0,462.54,536.62,1267.14,1048.52,7.05,9.03,175.98,1915.33,8015.23,0.94,36.88,164.92,2028.17,7871.23,10.8827,0.02,307,1915,84.93,14.22,8.6238,0
50,10.0046,0.25,100.0,489.05,605.04,1502.84,1309.63,10.52,15.5,394.06,2318.97,8778.58,1.26,45.73,371.09,2388.23,8130.23,8.6664,0.03,370,2319,100.0,28.5,17.1775,0
51,42.0014,0.8418,100.0,445.0,549.09,1352.8,1130.24,3.91,5.72,138.57,2211.85,8324.58,1.02,42.13,130.3,2387.91,8086.66,9.3913,0.02,331,2212,100.0,10.77,6.3906,0
52,0.0012,0.0,100.0,518.67,642.65,1592.98,1404.18,14.62,21.61,552.88,2388.11,9060.3,1.3,47.51,521.43,2388.14,8139.4,8.4439,0.03,394,2388,100.0,38.7,23.2494,0
53,42.0011,0.8403,100.0,445.0,549.62,1352.4,1129.79,3.91,5.72,138.99,2211.86,8312.0,1.02,42.18,130.44,2387.97,8081.55,9.3827,0.02,331,2212,100.0,10.61,6.2592,0
54,20.0064,0.7,100.0,491.19,608.28,1489.46,1253.49,9.35,13.66,334.0,2323.98,8721.51,1.08,44.56,314.52,2388.16,8055.35,9.2062,0.02,365,2324,100.0,24.39,14.7113,0
55,42.0027,0.8413,100.0,445.0,549.56,1353.01,1129.94,3.91,5.71,138.18,2211.87,8323.22,1.02,42.03,130.17,2387.93,8081.71,9.3909,0.02,331,2212,100.0,10.61,6.3814,0
56,42.0024,0.84,100.0,445.0,549.77,1358.92,1133.26,3.91,5.72,138.34,2211.86,8327.11,1.02,42.18,130.79,2387.97,8084.16,9.3937,0.02,331,2212,100.0,10.6,6.1656,0
57,10.0069,0.25,100.0,489.05,604.87,1499.89,1306.59,10.52,15.49,394.17,2318.97,8783.63,1.26,45.47,371.54,2388.18,8130.45,8.6351,0.03,371,2319,100.0,28.5,17.1357,0
58,20.0004,0.7009,100.0,491.19,607.98,1489.29,1252.51,9.35,13.66,334.56,2324.01,8734.32,1.08,44.5,314.34,2388.18,8063.44,9.2432,0.02,366,2324,100.0,24.61,14.581,0
59,20.0073,0.702,100.0,491.19,607.01,1483.55,1257.58,9.35,13.66,334.78,2324.03,8727.24,1.07,44.39,314.68,2388.15,8060.13,9.2762,0.02,365,2324,100.0,24.6,14.6004,0
60,25.0047,0.6205,60.0,462.54,537.76,1264.39,1051.14,7.05,9.03,174.75,1915.28,8008.52,0.94,36.86,164.75,2028.19,7879.53,10.9288,0.02,306,1915,84.93,14.08,8.5805,0
61,25.003,0.6213,60.0,462.54,536.68,1266.25,1050.13,7.05,9.02,175.28,1915.36,8017.39,0.94,36.77,164.71,2028.24,7877.01,10.9292,0.02,308,1915,84.93,14.28,8.5031,0
62,42.0073,0.8405,100.0,445.0,549.87,1360.63,1129.49,3.91,5.71,138.59,2211.82,8327.26,1.02,42.09,130.36,2387.93,8086.6,9.3796,0.02,332,2212,100.0,10.4,6.2712,0
63,20.0,0.7012,100.0,491.19,607.85,1485.49,1252.59,9.35,13.66,334.48,2323.98,8725.98,1.08,44.55,314.36,2388.11,8059.89,9.2267,0.02,366,2324,100.0,24.36,14.6431,0
64,25.0064,0.6209,60.0,462.54,536.48,1262.88,1052.76,7.05,9.02,175.98,1915.36,8013.05,0.94,36.81,164.12,2028.21,7874.22,10.9299,0.02,308,1915,84.93,14.33,8.4844,0
65,0.0005,0.0014,100.0,518.67,642.32,1585.23,1407.55,14.62,21.61,553.18,2388.18,9054.1,1.3,47.68,521.08,2388.17,8139.88,8.4279,0.03,394,2388,100.0,39.11,23.3008,0
66,42.0041,0.8418,100.0,445.0,549.79,1355.3,1133.9,3.91,5.72,139.02,2211.86,8322.49,1.02,42.23,131.01,2387.93,8078.2,9.4143,0.02,331,2212,100.0,10.41,6.3841,0
67,10.0073,0.25,100.0,489.05,605.47,1499.91,1311.8,10.52,15.49,393.86,2318.94,8782.24,1.26,45.6,371.41,2388.2,8128.34,8.6693,0.03,370,2319,100.0,28.5,17.1259,0
68,0.0001,0.002,100.0,518.67,642.67,1599.84,1413.04,14.62,21.61,552.92,2388.16,9057.14,1.3,47.51,521.23,2388.05,8136.69,8.4308,0.03,394,2388,100.0,38.85,23.3232,0
69,9.9998,0.2508,100.0,489.05,605.56,1496.73,1312.85,10.52,15.5,394.33,2318.99,8787.99,1.26,45.48,371.25,2388.19,8132.63,8.6541,0.03,369,2319,100.0,28.54,17.1629,0
70,0.001,0.0003,100.0,518.67,642.8,1592.37,1408.84,14.62,21.61,552.66,2388.12,9053.46,1.3,47.63,521.35,2388.11,8133.07,8.4446,0.03,391,2388,100.0,38.78,23.3548,0
71,35.0003,0.84,100.0,449.44,555.72,1360.19,1128.01,5.48,8.0,194.01,2222.95,8355.53,1.02,41.8,182.88,2388.09,8065.31,9.3171,0.02,335,2223,100.0,14.96,8.8992,0
72,35.0069,0.84,100.0,449.44,555.86,1373.28,1138.32,5.48,8.0,194.16,2222.96,8349.05,1.02,42.11,183.4,2388.04,8073.48,9.369,0.02,335,2223,100.0,14.84,8.9442,0
73,10.0024,0.25,100.0,489.05,604.79,1507.72,1313.55,10.52,15.49,394.06,2319.0,8783.91,1.26,45.49,371.15,2388.16,8134.7,8.6814,0.03,371,2319,100.0,28.44,17.1219,0
74,19.9995,0.7,100.0,491.19,607.82,1485.04,1249.47,9.35,13.66,334.1,2324.04,8730.36,1.08,44.51,314.32,2388.12,8068.53,9.2521,0.02,365,2324,100.0,24.31,14.6591,0
75,34.9995,0.84,100.0,449.44,555.49,1368.78,1134.56,5.48,8.0,194.46,2222.99,8353.54,1.02,41.95,183.5,2388.06,8066.94,9.3652,0.02,335,2223,100.0,14.86,8.9556,0
76,42.0061,0.84,100.0,445.0,549.68,1362.43,1134.38,3.91,5.72,138.27,2211.9,8323.93,1.02,42.14,130.37,2388.01,8090.03,9.4058,0.02,331,2212,100.0,10.57,6.3154,0
77,25.0018,0.62,60.0,462.54,537.17,1265.17,1053.57,7.05,9.03,175.22,1915.39,8020.12,0.94,36.86,164.88,2028.18,7877.4,10.9284,0.02,308,1915,84.93,14.44,8.5728,0
78,34.9982,0.84,100.0,449.44,555.89,1358.13,1128.58,5.48,8.0,194.33,2222.98,8348.1,1.02,41.89,183.32,2388.02,8062.82,9.3055,0.02,334,2223,100.0,14.98,8.8999,0
79,0.0017,0.0007,100.0,518.67,642.5,1593.9,1410.88,14.62,21.61,553.34,2388.11,9062.14,1.3,47.6,520.92,2388.13,8138.12,8.4585,0.03,395,2388,100.0,38.71,23.2916,0
80,0.0018,0.0,100.0,518.67,642.69,1598.95,1407.08,14.62,21.61,552.7,2388.13,9063.27,1.3,47.6,520.63,2388.16,8137.05,8.507,0.03,394,2388,100.0,38.74,23.2797,0
81,0.0022,0.0,100.0,518.67,642.89,1589.95,1414.61,14.62,21.61,553.29,2388.16,9065.14,1.3,47.56,521.56,2388.14,8135.81,8.4455,0.03,396,2388,100.0,38.61,23.1687,0
82,42.0052,0.84,100.0,445.0,550.04,1353.45,1131.48,3.91,5.72,138.75,2211.91,8320.8,1.02,42.15,130.79,2388.0,8083.17,9.3963,0.02,332,2212,100.0,10.71,6.2611,0
83,42.0077,0.84,100.0,445.0,549.61,1356.69,1131.1,3.91,5.72,138.64,2211.9,8334.08,1.02,42.11,130.35,2387.96,8082.83,9.3587,0.02,331,2212,100.0,10.81,6.3399,0
84,10.0065,0.2506,100.0,489.05,605.14,1501.78,1310.07,10.52,15.49,393.75,2318.91,8781.92,1.26,45.57,371.37,2388.11,8122.67,8.6587,0.03,369,2319,100.0,28.42,17.1046,0
85,20.0036,0.7017,100.0,491.19,607.16,1486.41,1251.76,9.35,13.66,334.49,2324.0,8720.55,1.08,44.47,314.21,2388.17,8060.38,9.2278,0.03,366,2324,100.0,24.56,14.7324,0
86,0.0002,0.0012,100.0,518.67,643.23,1590.35,1409.12,14.62,21.61,552.91,2388.1,9065.54,1.3,47.58,520.78,2388.14,8132.48,8.4273,0.03,393,2388,100.0,38.92,23.2488,0
87,35.0047,0.84,100.0,449.44,555.94,1375.02,1134.93,5.48,8.0,194.29,2223.02,8347.52,1.02,42.12,183.01,2388.05,8063.25,9.3445,0.02,335,2223,100.0,14.8,8.8373,0
88,42.007,0.84,100.0,445.0,549.91,1352.38,1128.09,3.91,5.71,138.34,2211.92,8325.03,1.02,42.21,130.3,2388.02,8091.26,9.4011,0.02,332,2212,100.0,10.5,6.4235,0
89,20.0035,0.7016,100.0,491.19,607.8,1488.14,1256.63,9.35,13.66,334.54,2323.99,8729.95,1.08,44.59,314.83,2388.16,8069.39,9.2511,0.02,367,2324,100.0,24.34,14.7139,0
90,25.0068,0.6211,60.0,462.54,536.87,1264.42,1052.17,7.05,9.03,175.0,1915.36,8016.17,0.94,36.86,164.66,2028.25,7878.72,10.9013,0.02,308,1915,84.93,14.42,8.5079,0
91,24.9999,0.6204,60.0,462.54,537.19,1261.36,1052.51,7.05,9.03,175.13,1915.4,8011.13,0.94,36.79,164.77,2028.3,7880.49,10.9352,0.02,307,1915,84.93,14.22,8.536,0
92,10.0042,0.2515,100.0,489.05,605.02,1500.49,1311.06,10.52,15.5,394.04,2319.01,8787.8,1.26,45.61,371.55,2388.21,8129.38,8.6787,0.03,370,2319,100.0,28.39,17.1157,0
93,10.0011,0.25,100.0,489.05,604.81,1507.22,1305.19,10.52,15.5,394.28,2318.99,8781.44,1.26,45.55,371.55,2388.22,8127.35,8.6604,0.03,369,2319,100.0,28.54,17.0908,0
94,20.0041,0.7017,100.0,491.19,607.79,1488.23,1260.06,9.35,13.66,334.92,2324.01,8731.66,1.07,44.43,314.89,2388.14,8069.05,9.2531,0.02,366,2324,100.0,24.43,14.7696,0
95,0.0001,0.0,100.0,518.67,642.68,1587.31,1416.75,14.62,21.61,553.16,2388.18,9062.13,1.3,47.54,521.65,2388.13,8131.21,8.4241,0.03,393,2388,100.0,38.75,23.2315,0
96,10.0001,0.2519,100.0,489.05,605.04,1500.25,1317.97,10.52,15.5,394.24,2319.01,8774.36,1.26,45.58,371.35,2388.16,8134.96,8.6813,0.03,371,2319,100.0,28.45,17.0556,0
97,10.0068,0.2514,100.0,489.05,604.68,1507.16,1310.87,10.52,15.49,394.62,2318.99,8783.37,1.26,45.53,371.3,2388.13,8133.53,8.6741,0.03,370,2319,100.0,28.6,17.0863,0
98,34.9994,0.84,100.0,449.44,556.15,1367.86,1140.0,5.48,8.0,194.13,2223.03,8356.73,1.02,42.17,182.48,2388.12,8064.13,9.3513,0.02,334,2223,100.0,14.72,8.8452,0
99,35.0029,0.84,100.0,449.44,555.22,1362.35,1131.57,5.48,8.0,194.12,2222.96,8355.7,1.02,42.13,183.14,2388.05,8069.68,9.3923,0.02,336,2223,100.0,14.7,8.8175,0
100,34.9984,0.8417,100.0,449.44,556.25,1364.0,1137.28,5.48,8.0,193.83,2223.03,8360.74,1.02,42.16,183.04,2388.03,8071.66,9.3129,0.02,335,2223,100.0,14.94,8.9363,0
101,10.0069,0.25,100.0,489.05,605.13,1499.62,1311.02,10.52,15.49,393.84,2318.94,8785.42,1.26,45.6,371.89,2388.17,8130.85,8.6395,0.03,371,2319,100.0,28.53,17.0134,0
102,25.0038,0.62,60.0,462.54,536.95,1266.61,1052.39,7.05,9.03,174.88,1915.39,8007.39,0.94,36.94,164.68,2028.27,7875.84,10.9242,0.02,306,1915,84.93,14.34,8.4701,0
103,0.001,0.0,100.0,518.67,642.98,1593.28,1414.57,14.62,21.61,552.53,2388.13,9062.32,1.3,47.62,521.0,2388.13,8136.18,8.4716,0.03,393,2388,100.0,38.7,23.2221,0
104,19.9982,0.701,100.0,491.19,608.07,1490.58,1254.99,9.35,13.66,334.51,2324.1,8731.62,1.07,44.55,314.98,2388.19,8063.67,9.22,0.02,366,2324,100.0,24.5,14.534,0
105,10.0036,0.2513,100.0,489.05,605.25,1505.57,1313.57,10.52,15.49,394.03,2318.98,8783.28,1.26,45.6,371.4,2388.22,8131.34,8.6573,0.03,371,2319,100.0,28.45,17.2112,0
106,25.0001,0.62,60.0,462.54,536.66,1267.47,1052.31,7.05,9.03,175.32,1915.39,8016.19,0.94,36.82,164.18,2028.29,7880.52,10.9037,0.02,306,1915,84.93,14.15,8.5012,0
107,0.0011,0.0,100.0,518.67,643.35,1596.1,1408.86,14.62,21.61,552.69,2388.12,9062.73,1.3,47.73,521.16,2388.12,8140.03,8.4707,0.03,393,2388,100.0,38.84,23.2444,0
108,42.0046,0.84,100.0,445.0,550.07,1352.62,1133.89,3.91,5.72,138.92,2211.97,8332.23,1.02,42.21,130.54,2388.0,8092.11,9.3881,0.02,331,2212,100.0,10.6,6.3031,0
109,42.0011,0.84,100.0,445.0,550.36,1356.14,1135.6,3.91,5.72,138.79,2211.96,8332.71,1.02,42.26,130.03,2388.0,8087.32,9.3955,0.02,331,2212,100.0,10.53,6.2481,0
110,42.001,0.8401,100.0,445.0,550.28,1360.49,1133.26,3.91,5.72,139.02,2212.05,8337.4,1.02,42.15,130.29,2388.07,8090.3,9.4104,0.02,332,2212,100.0,10.49,6.3277,0
111,0.0013,0.0005,100.0,518.67,643.02,1599.54,1415.14,14.62,21.61,553.16,2388.13,9066.62,1.3,47.64,520.4,2388.11,8145.95,8.4413,0.03,393,2388,100.0,38.66,23.2986,0
112,41.9992,0.84,100.0,445.0,549.75,1358.52,1134.04,3.91,5.72,138.95,2211.88,8330.18,1.02,42.13,130.69,2388.0,8088.59,9.4402,0.02,330,2212,100.0,10.44,6.3707,0
113,25.0016,0.62,60.0,462.54,537.08,1261.26,1056.02,7.05,9.03,175.59,1915.4,8018.01,0.94,36.78,164.61,2028.32,7885.17,10.9333,0.02,307,1915,84.93,14.38,8.4656,0
114,25.0051,0.62,60.0,462.54,537.16,1268.02,1052.53,7.05,9.03,175.14,1915.36,8008.79,0.94,36.94,164.03,2028.31,7885.25,10.9046,0.02,308,1915,84.93,14.31,8.5961,0
115,25.0006,0.6205,60.0,462.54,537.12,1266.81,1059.0,7.05,9.02,175.34,1915.42,8010.96,0.94,36.88,164.53,2028.3,7875.4,10.932,0.02,307,1915,84.93,14.29,8.6481,0
116,25.0073,0.62,60.0,462.54,537.07,1264.26,1048.04,7.05,9.03,175.62,1915.41,8014.71,0.94,36.88,164.6,2028.34,7881.62,10.9235,0.02,307,1915,84.93,14.34,8.5734,0
