Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
124,25.006,0.62,60.0,462.54,536.66,1259.04,1038.28,7.05,9.02,175.16,1915.26,8012.31,0.94,36.78,164.71,2028.15,7873.24,10.8689,0.02,306,1915,84.93,14.33,8.6351,1
125,42.0042,0.842,100.0,445.0,549.38,1353.06,1121.38,3.91,5.71,138.35,2211.75,8305.51,1.02,42.18,130.59,2387.81,8076.96,9.3789,0.02,331,2212,100.0,10.32,6.3378,1
126,41.9984,0.84,100.0,445.0,549.61,1355.78,1127.93,3.91,5.72,138.86,2211.78,8312.9,1.02,42.1,130.65,2387.89,8077.18,9.3715,0.02,331,2212,100.0,10.6,6.4565,1
127,42.0073,0.84,100.0,445.0,549.51,1359.59,1124.22,3.91,5.71,137.84,2211.8,8313.1,1.02,41.93,130.3,2387.83,8075.89,9.3935,0.02,329,2212,100.0,10.64,6.3411,1
128,0.0022,0.0007,100.0,518.67,642.47,1584.31,1398.51,14.62,21.61,552.84,2388.12,9049.77,1.3,47.45,521.57,2388.08,8129.14,8.4259,0.03,394,2388,100.0,39.04,23.2547,1
129,25.0069,0.62,60.0,462.54,536.32,1260.63,1043.86,7.05,9.03,175.77,1915.23,8006.91,0.94,36.62,164.45,2028.11,7862.57,10.8889,0.02,307,1915,84.93,14.26,8.6327,1
130,20.0024,0.7,100.0,491.19,607.88,1486.82,1250.06,9.35,13.66,334.71,2323.98,8720.87,1.08,44.34,315.35,2388.04,8059.32,9.237,0.02,366,2324,100.0,24.52,14.6658,1
131,9.999,0.25,100.0,489.05,605.09,1506.04,1301.4,10.52,15.49,394.4,2318.99,8773.23,1.26,45.43,372.08,2388.12,8127.07,8.7066,0.03,370,2319,100.0,28.54,17.116,1
132,9.9985,0.2501,100.0,489.05,604.82,1496.49,1300.57,10.52,15.49,394.36,2318.94,8775.1,1.26,45.48,371.61,2388.12,8126.33,8.6357,0.03,369,2319,100.0,28.42,17.0907,1
133,10.007,0.25,100.0,489.05,604.79,1500.47,1313.92,10.52,15.49,394.78,2318.96,8769.78,1.26,45.55,371.77,2388.18,8123.64,8.6667,0.03,370,2319,100.0,28.41,17.1184,1
134,25.0029,0.6202,60.0,462.54,536.78,1254.4,1043.28,7.05,9.03,175.91,1915.27,8009.1,0.94,36.77,164.06,2028.15,7869.74,10.8838,0.02,305,1915,84.93,14.28,8.522,1
135,41.9982,0.84,100.0,445.0,550.46,1354.42,1122.75,3.91,5.72,138.99,2211.73,8319.29,1.02,41.9,130.14,2387.86,8075.6,9.381,0.02,330,2212,100.0,10.49,6.2236,1
136,34.9985,0.8402,100.0,449.44,555.38,1367.53,1134.01,5.48,8.0,194.55,2222.82,8352.21,1.02,42.11,182.72,2387.91,8058.55,9.3486,0.02,333,2223,100.0,14.85,8.8953,1
137,9.9991,0.25,100.0,489.05,604.35,1509.98,1307.41,10.52,15.49,394.14,2318.98,8769.52,1.26,45.39,371.38,2388.18,8121.22,8.6611,0.03,369,2319,100.0,28.57,17.0881,1
138,0.0024,0.0,100.0,518.67,642.58,1591.58,1407.78,14.62,21.61,552.97,2388.09,9051.91,1.3,47.57,521.33,2388.13,8130.44,8.4532,0.03,394,2388,100.0,38.68,23.1795,1
139,42.0073,0.8406,100.0,445.0,550.21,1352.55,1136.01,3.91,5.72,138.25,2211.76,8324.78,1.02,42.12,130.87,2387.84,8081.02,9.3773,0.02,329,2212,100.0,10.6,6.4135,1
140,20.0073,0.702,100.0,491.19,607.45,1485.3,1255.35,9.35,13.66,335.21,2323.99,8718.73,1.08,44.42,314.51,2388.09,8055.75,9.2489,0.03,366,2324,100.0,24.53,14.6513,1
141,34.999,0.8405,100.0,449.44,555.59,1361.25,1137.2,5.48,8.0,194.62,2222.86,8338.12,1.02,41.95,183.15,2387.9,8060.34,9.294,0.02,333,2223,100.0,14.87,8.8641,1
142,42.005,0.8403,100.0,445.0,549.44,1353.71,1126.25,3.91,5.72,139.34,2211.72,8313.62,1.02,42.12,130.66,2387.84,8081.8,9.3826,0.02,331,2212,100.0,10.75,6.3451,1
143,42.0013,0.84,100.0,445.0,549.57,1352.61,1128.87,3.91,5.71,138.13,2211.8,8318.87,1.02,42.17,130.73,2387.83,8075.03,9.3747,0.02,331,2212,100.0,10.69,6.3289,1
144,42.0065,0.8413,100.0,445.0,550.37,1356.73,1128.11,3.91,5.71,138.91,2211.69,8319.06,1.02,42.13,130.69,2387.75,8075.37,9.4077,0.02,332,2212,100.0,10.73,6.4373,1
145,9.9983,0.2502,100.0,489.05,604.98,1503.33,1311.77,10.52,15.49,394.19,2319.04,8781.04,1.26,45.59,371.44,2388.17,8122.32,8.6819,0.03,371,2319,100.0,28.25,17.2021,1
146,35.0045,0.8417,100.0,449.44,555.8,1363.46,1137.52,5.48,8.0,194.5,2222.84,8346.95,1.02,42.09,182.79,2387.91,8058.85,9.3409,0.02,332,2223,100.0,14.7,8.8743,1
147,42.0046,0.84,100.0,445.0,549.5,1356.49,1125.46,3.91,5.72,138.15,2211.75,8315.45,1.02,42.32,130.78,2387.79,8078.33,9.4165,0.02,331,2212,100.0,10.55,6.2917,1
148,20.0008,0.7002,100.0,491.19,607.56,1482.81,1253.99,9.35,13.66,334.95,2323.97,8716.98,1.08,44.57,315.45,2388.12,8056.86,9.2412,0.02,367,2324,100.0,24.53,14.796,1
149,24.9983,0.62,60.0,462.54,536.81,1257.8,1052.65,7.05,9.03,175.37,1915.16,8007.45,0.94,36.8,165.09,2028.12,7870.77,10.9071,0.02,307,1915,84.93,14.24,8.5662,1
150,10.0057,0.2515,100.0,489.05,604.85,1502.18,1316.46,10.52,15.5,394.32,2319.0,8765.85,1.26,45.75,371.11,2388.18,8122.66,8.6778,0.03,369,2319,100.0,28.55,17.0536,1
151,0.0015,0.0,100.0,518.67,643.06,1586.95,1407.57,14.62,21.61,553.01,2388.16,9052.59,1.3,47.68,521.76,2388.15,8130.24,8.4446,0.03,393,2388,100.0,38.72,23.2826,1
152,35.0052,0.84,100.0,449.44,556.25,1369.96,1132.13,5.48,8.0,195.04,2222.84,8346.23,1.02,42.09,183.53,2387.96,8063.05,9.3453,0.02,336,2223,100.0,14.65,8.8122,1
153,41.999,0.8401,100.0,445.0,549.74,1356.92,1131.77,3.91,5.72,139.97,2211.76,8310.38,1.02,42.29,130.78,2387.77,8073.91,9.4021,0.02,333,2212,100.0,10.52,6.3532,1
154,10.0064,0.25,100.0,489.05,605.21,1506.58,1310.74,10.52,15.49,394.93,2318.99,8766.97,1.26,45.57,371.35,2388.24,8121.4,8.7074,0.03,369,2319,100.0,28.57,17.2607,1
155,9.9985,0.251,100.0,489.05,605.04,1501.86,1313.56,10.52,15.5,393.94,2319.0,8773.85,1.26,45.67,371.08,2388.27,8123.86,8.7083,0.03,370,2319,100.0,28.49,17.1426,1
156,19.9999,0.7,100.0,491.19,608.07,1487.18,1259.51,9.35,13.66,334.76,2323.95,8719.58,1.08,44.61,314.66,2388.12,8052.61,9.2389,0.03,366,2324,100.0,24.48,14.561,2
157,35.0059,0.8415,100.0,449.44,555.58,1371.24,1129.62,5.48,8.0,193.88,2222.83,8351.56,1.02,42.14,182.76,2387.92,8061.48,9.3817,0.02,335,2223,100.0,14.75,8.935,2
158,10.0034,0.25,100.0,489.05,604.81,1502.77,1321.18,10.52,15.49,393.94,2318.99,8771.61,1.26,45.64,371.35,2388.22,8116.15,8.6915,0.03,370,2319,100.0,28.47,17.0808,2
159,35.0019,0.8419,100.0,449.44,555.83,1367.43,1141.48,5.48,8.0,194.36,2222.85,8348.08,1.02,42.03,182.82,2387.88,8060.14,9.3526,0.02,335,2223,100.0,14.79,8.848,2
160,25.0014,0.62,60.0,462.54,537.31,1265.78,1048.69,7.05,9.03,174.5,1915.16,8006.88,0.94,37.02,164.31,2028.0,7867.02,10.9152,0.02,309,1915,84.93,14.3,8.5622,2
161,42.0065,0.8405,100.0,445.0,549.99,1345.68,1137.36,3.91,5.72,138.67,2211.67,8319.23,1.02,42.39,130.11,2387.76,8072.26,9.4058,0.02,332,2212,100.0,10.63,6.2517,2
162,35.0072,0.84,100.0,449.44,555.52,1372.4,1137.65,5.48,8.0,194.32,2222.78,8346.88,1.02,42.22,182.65,2387.87,8066.68,9.3768,0.02,335,2223,100.0,14.94,8.8425,2
163,0.0021,0.002,100.0,518.67,643.23,1597.35,1415.46,14.62,21.61,552.69,2388.17,9038.93,1.3,47.77,521.22,2388.21,8126.56,8.4571,0.03,393,2388,100.0,38.49,23.2426,2
164,42.0007,0.84,100.0,445.0,549.82,1363.03,1135.22,3.91,5.71,138.51,2211.7,8315.22,1.02,42.22,130.38,2387.76,8073.13,9.4111,0.02,330,2212,100.0,10.6,6.3714,2
165,42.0061,0.84,100.0,445.0,550.3,1365.45,1136.35,3.91,5.71,138.37,2211.63,8315.64,1.02,42.41,129.96,2387.69,8075.69,9.3852,0.02,333,2212,100.0,10.45,6.3768,2
166,20.0053,0.7,100.0,491.19,607.88,1488.38,1257.13,9.35,13.66,333.59,2323.97,8716.04,1.08,44.61,314.29,2388.17,8060.52,9.3012,0.03,367,2324,100.0,24.29,14.7119,2
167,41.9981,0.8414,100.0,445.0,550.29,1365.34,1132.9,3.91,5.72,138.54,2211.6,8316.46,1.02,42.17,130.3,2387.68,8079.88,9.3911,0.02,332,2212,100.0,10.55,6.4159,2
168,25.0075,0.6209,60.0,462.54,536.56,1266.76,1051.87,7.05,9.03,175.16,1915.14,7993.3,0.94,36.97,164.46,2028.0,7865.47,10.9288,0.02,308,1915,84.93,14.15,8.547,2
169,0.0015,0.0,100.0,518.67,643.26,1590.24,1419.83,14.62,21.61,552.98,2388.12,9045.37,1.3,47.8,520.99,2388.21,8120.25,8.4773,0.03,395,2388,100.0,38.75,23.2511,2
170,42.0044,0.8412,100.0,445.0,549.96,1355.16,1136.99,3.91,5.72,138.33,2211.62,8318.31,1.02,42.34,130.44,2387.62,8072.81,9.4262,0.02,333,2212,100.0,10.57,6.4491,2
171,0.0014,0.0,100.0,518.67,642.48,1596.99,1421.9,14.62,21.61,552.6,2388.18,9044.94,1.3,47.94,520.14,2388.2,8120.46,8.4782,0.03,394,2388,100.0,38.37,23.2283,2
172,35.001,0.8408,100.0,449.44,556.74,1365.55,1140.14,5.48,8.0,194.2,2222.76,8344.78,1.02,42.27,182.55,2387.83,8055.7,9.346,0.02,337,2223,100.0,14.76,8.8812,2
173,41.9989,0.8411,100.0,445.0,550.35,1356.68,1134.03,3.91,5.71,138.0,2211.63,8313.74,1.02,42.49,130.56,2387.67,8073.46,9.4477,0.02,332,2212,100.0,10.6,6.4393,2
174,24.9984,0.62,60.0,462.54,537.17,1256.6,1060.77,7.05,9.03,174.72,1915.15,8005.66,0.94,37.2,164.74,2028.03,7866.69,10.9552,0.02,307,1915,84.93,14.05,8.5156,2
175,20.0073,0.7,100.0,491.19,607.99,1489.73,1256.98,9.35,13.66,333.67,2324.03,8713.66,1.07,44.82,314.14,2388.15,8053.83,9.2741,0.03,367,2324,100.0,24.32,14.5604,2
176,35.0029,0.8407,100.0,449.44,555.84,1375.83,1144.69,5.48,8.0,194.0,2222.77,8349.2,1.02,42.3,182.71,2387.86,8057.27,9.3615,0.02,335,2223,100.0,14.82,8.7922,2
177,9.9987,0.25,100.0,489.05,605.48,1510.55,1326.92,10.52,15.5,393.24,2319.13,8769.18,1.26,45.83,370.46,2388.34,8114.48,8.7206,0.03,371,2319,100.0,28.16,17.0469,2
178,0.0027,0.0,100.0,518.67,643.31,1599.54,1427.5,14.62,21.61,552.96,2388.19,9050.0,1.3,48.01,520.06,2388.26,8121.35,8.4944,0.03,395,2388,100.0,38.61,23.0886,2
179,35.0046,0.8403,100.0,449.44,556.36,1374.63,1146.22,5.48,8.0,194.08,2222.65,8338.39,1.02,42.42,182.65,2387.71,8058.94,9.3992,0.02,336,2223,100.0,14.86,8.8638,2
180,20.007,0.7,100.0,491.19,608.2,1485.59,1269.14,9.35,13.66,333.86,2324.01,8713.69,1.07,45.0,314.56,2388.16,8047.7,9.289,0.03,367,2324,100.0,24.36,14.6281,2
181,42.0053,0.8403,100.0,445.0,550.77,1363.1,1140.52,3.91,5.72,138.31,2211.5,8315.41,1.02,42.58,129.89,2387.55,8068.46,9.4644,0.02,333,2212,100.0,10.43,6.2887,2
182,0.0023,0.0,100.0,518.67,643.72,1599.25,1419.63,14.62,21.61,552.14,2388.28,9041.24,1.3,48.12,519.96,2388.24,8122.1,8.5189,0.03,396,2388,100.0,38.71,23.171,2
183,42.0044,0.84,100.0,445.0,549.72,1367.0,1137.96,3.91,5.72,138.19,2211.57,8305.2,1.02,42.58,130.55,2387.57,8068.94,9.4278,0.02,333,2212,100.0,10.37,6.2153,2
184,20.0004,0.7008,100.0,491.19,608.34,1494.6,1269.01,9.35,13.66,333.34,2324.08,8715.08,1.08,44.88,314.14,2388.17,8040.99,9.3101,0.03,367,2324,100.0,24.24,14.6298,2
185,35.0005,0.841,100.0,449.44,556.33,1374.87,1139.47,5.48,8.0,193.77,2222.65,8342.84,1.02,42.33,183.01,2387.82,8051.44,9.3808,0.02,336,2223,100.0,14.66,8.88,2
186,42.0027,0.8401,100.0,445.0,550.03,1360.08,1139.23,3.91,5.72,138.55,2211.56,8311.66,1.02,42.59,130.33,2387.57,8067.03,9.4929,0.02,333,2212,100.0,10.51,6.3321,2
187,42.0005,0.84,100.0,445.0,549.82,1360.71,1143.32,3.91,5.71,138.26,2211.47,8315.26,1.02,42.39,130.16,2387.55,8067.35,9.4572,0.02,333,2212,100.0,10.5,6.4714,2
188,41.9999,0.8401,100.0,445.0,550.3,1369.97,1137.82,3.91,5.72,138.12,2211.44,8305.49,1.02,42.72,130.36,2387.53,8071.31,9.4472,0.02,334,2212,100.0,10.38,6.3724,2
189,10.005,0.2519,100.0,489.05,605.39,1511.22,1329.07,10.52,15.5,393.28,2319.18,8760.61,1.26,46.14,370.44,2388.44,8108.88,8.7222,0.03,371,2319,100.0,28.22,16.8998,2
190,0.0019,0.0,100.0,518.67,643.57,1608.19,1435.88,14.62,21.61,551.68,2388.24,9033.14,1.3,48.07,519.26,2388.28,8119.0,8.5085,0.03,395,2388,100.0,38.63,23.1492,2
191,25.0046,0.62,60.0,462.54,537.04,1269.85,1061.72,7.05,9.03,174.87,1915.04,8002.05,0.94,37.59,164.58,2027.87,7867.41,10.9933,0.02,310,1915,84.93,13.96,8.5699,2
192,25.0029,0.62,60.0,462.54,537.63,1274.62,1062.29,7.05,9.03,174.69,1915.07,8001.93,0.94,37.32,164.18,2027.85,7867.3,11.0011,0.02,311,1915,84.93,14.2,8.512,2
193,20.0039,0.7,100.0,491.19,608.28,1498.71,1275.06,9.35,13.66,332.63,2324.11,8713.81,1.07,45.13,314.14,2388.22,8042.27,9.3757,0.03,368,2324,100.0,24.27,14.4907,2
194,42.0,0.84,100.0,445.0,550.74,1365.98,1147.69,3.91,5.72,138.07,2211.41,8311.12,1.02,42.7,129.87,2387.41,8067.47,9.4564,0.02,332,2212,100.0,10.47,6.151,2
1,35.0061,0.8404,100.0,449.44,555.19,1363.16,1117.16,5.48,8.0,194.54,2222.9,8343.3,1.02,41.77,182.76,2387.93,8066.28,9.2935,0.02,334,2223,100.0,14.85,8.9354,0
2,10.0076,0.2509,100.0,489.05,604.64,1495.22,1307.59,10.52,15.49,394.84,2318.86,8775.76,1.26,45.27,372.16,2388.03,8130.4,8.6392,0.03,369,2319,100.0,28.62,17.0881,0
3,20.0069,0.7,100.0,491.19,607.19,1473.82,1245.14,9.35,13.65,334.83,2323.95,8722.99,1.08,44.21,314.79,2388.05,8063.36,9.2098,0.02,364,2324,100.0,24.61,14.717,0
4,41.9988,0.84,100.0,445.0,549.68,1353.46,1127.7,3.91,5.72,137.61,2211.88,8319.24,1.02,42.09,130.78,2387.96,8085.43,9.3478,0.02,330,2212,100.0,10.69,6.3223,0
5,19.9981,0.7,100.0,491.19,607.27,1481.18,1241.75,9.35,13.65,334.64,2323.92,8720.26,1.08,44.26,315.38,2388.06,8059.91,9.1891,0.02,365,2324,100.0,24.46,14.7379,0
6,19.999,0.7015,100.0,491.19,607.43,1475.58,1249.31,9.35,13.65,334.45,2323.9,8721.97,1.08,44.41,315.11,2388.05,8061.65,9.1849,0.02,363,2324,100.0,24.37,14.7178,0
7,0.0027,0.0016,100.0,518.67,642.17,1577.61,1406.14,14.62,21.61,554.13,2388.01,9057.36,1.3,47.38,522.25,2388.05,8134.99,8.3675,0.03,392,2388,100.0,38.98,23.3639,0
8,20.003,0.7007,100.0,491.19,607.05,1473.23,1251.53,9.35,13.65,334.8,2323.91,8722.63,1.08,44.47,315.49,2388.07,8060.87,9.2274,0.02,364,2324,100.0,24.56,14.8299,0
9,0.0018,0.0009,100.0,518.67,642.59,1586.37,1402.54,14.62,21.61,554.03,2387.99,9051.44,1.3,47.34,522.16,2387.98,8139.85,8.369,0.03,393,2388,100.0,38.94,23.3381,0
10,34.9994,0.84,100.0,449.44,555.43,1364.43,1122.85,5.48,8.0,194.5,2222.94,8344.98,1.02,41.75,183.62,2387.97,8070.66,9.292,0.02,334,2223,100.0,15.01,9.0189,0
11,42.0024,0.84,100.0,445.0,549.54,1351.89,1123.31,3.91,5.72,139.27,2211.81,8318.97,1.02,41.75,130.91,2387.97,8080.56,9.3468,0.02,329,2212,100.0,10.67,6.3383,0
12,24.9998,0.62,60.0,462.54,536.72,1260.88,1045.76,7.05,9.02,175.74,1915.33,8003.68,0.94,36.48,164.78,2028.16,7865.85,10.8713,0.02,308,1915,84.93,14.16,8.6582,0
13,42.003,0.8417,100.0,445.0,549.54,1353.21,1116.62,3.91,5.71,139.38,2211.92,8323.32,1.02,41.91,131.14,2387.93,8082.22,9.3148,0.02,331,2212,100.0,10.58,6.3452,0
14,34.9998,0.84,100.0,449.44,555.36,1372.14,1132.27,5.48,8.0,194.55,2222.9,8344.65,1.02,41.83,183.17,2387.95,8064.87,9.3121,0.02,334,2223,100.0,14.93,8.8881,0
15,25.0001,0.62,60.0,462.54,536.83,1263.21,1041.57,7.05,9.03,176.29,1915.33,8008.8,0.94,36.63,164.8,2028.25,7875.37,10.8726,0.02,306,1915,84.93,14.66,8.6754,0
16,9.9995,0.25,100.0,489.05,604.55,1499.16,1310.98,10.52,15.49,394.28,2318.83,8773.02,1.26,45.47,372.4,2388.0,8124.97,8.6486,0.03,369,2319,100.0,28.82,17.219,0
17,20.0032,0.7002,100.0,491.19,607.22,1477.62,1248.68,9.35,13.66,335.07,2323.92,8721.23,1.08,44.33,315.17,2388.11,8061.75,9.2242,0.02,365,2324,100.0,24.62,14.7949,0
18,10.0006,0.2518,100.0,489.05,604.45,1502.65,1312.23,10.52,15.49,394.96,2318.86,8776.28,1.26,45.26,372.09,2388.06,8122.13,8.634,0.03,369,2319,100.0,28.58,17.2029,0
19,35.0068,0.84,100.0,449.44,555.63,1364.18,1124.96,5.48,8.0,194.1,2222.93,8342.15,1.02,41.67,183.45,2388.02,8070.73,9.3145,0.02,334,2223,100.0,15.04,8.9264,0
20,42.0045,0.84,100.0,445.0,549.49,1346.55,1121.2,3.91,5.71,138.2,2211.84,8310.25,1.02,41.92,130.72,2387.85,8078.76,9.3366,0.02,329,2212,100.0,10.71,6.3146,0
21,42.0046,0.84,100.0,445.0,549.51,1348.23,1125.24,3.91,5.71,138.61,2211.92,8324.33,1.02,42.07,130.26,2387.95,8079.87,9.3619,0.02,330,2212,100.0,10.59,6.391,0
22,42.0034,0.84,100.0,445.0,549.52,1341.33,1122.19,3.91,5.72,139.17,2211.9,8319.56,1.02,41.89,130.84,2388.04,8082.0,9.3464,0.02,330,2212,100.0,10.62,6.3871,0
23,10.0042,0.2509,100.0,489.05,604.39,1493.37,1300.19,10.52,15.49,395.02,2318.84,8775.07,1.26,45.12,371.73,2388.08,8128.85,8.6367,0.03,370,2319,100.0,28.59,17.2138,0
24,10.0041,0.2513,100.0,489.05,604.92,1489.12,1299.16,10.52,15.49,395.08,2318.84,8776.16,1.26,45.28,371.75,2388.08,8129.25,8.6517,0.03,367,2319,100.0,28.75,17.1043,0
25,25.0046,0.62,60.0,462.54,536.37,1261.33,1048.86,7.05,9.02,175.76,1915.33,8007.47,0.94,36.49,164.84,2028.17,7871.53,10.864,0.02,307,1915,84.93,14.49,8.6758,0
26,25.0076,0.62,60.0,462.54,536.1,1262.38,1041.78,7.05,9.03,175.66,1915.33,8008.45,0.94,36.71,164.87,2028.21,7876.32,10.8896,0.02,309,1915,84.93,14.33,8.4141,0
27,42.0023,0.84,100.0,445.0,549.06,1350.96,1117.54,3.91,5.71,139.35,2211.89,8318.22,1.02,41.83,131.15,2387.95,8086.26,9.3371,0.02,330,2212,100.0,10.72,6.3391,0
28,25.0075,0.6211,60.0,462.54,536.45,1260.23,1049.55,7.05,9.02,176.17,1915.29,8006.87,0.94,36.57,164.91,2028.22,7875.25,10.8592,0.02,307,1915,84.93,14.43,8.6235,0
29,42.0062,0.8405,100.0,445.0,549.21,1352.75,1118.4,3.91,5.71,139.25,2211.94,8319.15,1.02,41.89,130.72,2387.97,8081.25,9.3406,0.02,329,2212,100.0,10.63,6.4446,0
30,20.0001,0.7005,100.0,491.19,606.92,1480.59,1246.01,9.35,13.66,333.49,2323.95,8722.62,1.08,44.24,315.28,2388.11,8064.44,9.2272,0.02,365,2324,100.0,24.57,14.732,0
31,42.0021,0.84,100.0,445.0,549.87,1349.38,1121.52,3.91,5.72,138.2,2211.88,8324.57,1.02,41.95,131.08,2387.94,8084.51,9.319,0.02,330,2212,100.0,10.55,6.3885,0
32,42.0059,0.8403,100.0,445.0,549.33,1351.86,1120.0,3.91,5.71,138.52,2211.82,8321.35,1.02,42.16,130.9,2387.96,8076.31,9.335,0.02,331,2212,100.0,10.73,6.3612,0
33,25.0036,0.62,60.0,462.54,537.1,1264.57,1044.36,7.05,9.03,175.69,1915.32,8000.12,0.94,36.69,165.27,2028.22,7872.71,10.859,0.02,305,1915,84.93,14.28,8.5749,0
34,42.006,0.84,100.0,445.0,549.88,1349.76,1122.89,3.91,5.72,138.73,2211.89,8312.01,1.02,42.14,130.7,2387.95,8078.63,9.3732,0.02,329,2212,100.0,10.83,6.3374,0
35,42.0007,0.84,100.0,445.0,549.03,1358.32,1127.2,3.91,5.71,138.55,2211.86,8319.02,1.02,41.85,130.16,2387.95,8084.22,9.3637,0.02,330,2212,100.0,10.65,6.2932,0
36,10.0079,0.2509,100.0,489.05,604.74,1496.82,1298.02,10.52,15.49,394.75,2318.88,8771.06,1.26,45.32,371.84,2388.1,8127.99,8.6427,0.03,368,2319,100.0,28.61,17.1402,0
37,41.9995,0.84,100.0,445.0,549.49,1344.81,1123.22,3.91,5.71,139.13,2211.9,8314.83,1.02,42.0,130.65,2387.95,8083.54,9.3561,0.02,330,2212,100.0,10.62,6.3351,0
38,19.9982,0.7011,100.0,491.19,607.03,1477.29,1249.99,9.35,13.65,335.27,2323.94,8724.31,1.08,44.23,315.39,2388.12,8058.85,9.1861,0.02,366,2324,100.0,24.4,14.7495,0
39,42.0005,0.84,100.0,445.0,549.24,1346.65,1129.85,3.91,5.71,139.71,2211.94,8320.11,1.02,41.94,130.76,2387.92,8083.48,9.3492,0.02,330,2212,100.0,10.67,6.3531,0
40,10.0004,0.25,100.0,489.05,604.49,1502.93,1305.72,10.52,15.49,394.54,2318.88,8780.13,1.26,45.37,372.26,2388.11,8127.6,8.6554,0.03,369,2319,100.0,28.66,17.2577,0
41,0.001,0.0,100.0,518.67,642.54,1581.55,1393.66,14.62,21.61,554.14,2388.03,9048.61,1.3,47.3,521.52,2388.09,8134.69,8.4092,0.03,392,2388,100.0,38.96,23.36,0
42,41.999,0.8401,100.0,445.0,549.26,1354.19,1120.65,3.91,5.72,139.23,2211.93,8317.01,1.02,42.12,130.4,2387.98,8083.87,9.3289,0.02,330,2212,100.0,10.46,6.5037,0
43,10.0072,0.2511,100.0,489.05,604.69,1508.2,1303.17,10.52,15.49,394.94,2318.84,8772.74,1.26,45.3,372.1,2388.02,8132.43,8.6419,0.03,368,2319,100.0,28.64,17.1746,0
44,42.0052,0.84,100.0,445.0,549.44,1346.95,1121.67,3.91,5.72,138.83,2211.86,8316.75,1.02,41.93,130.49,2387.89,8079.41,9.3229,0.02,330,2212,100.0,10.56,6.2863,0
45,35.0063,0.8406,100.0,449.44,555.24,1367.73,1130.3,5.48,8.0,194.77,2222.94,8352.72,1.02,41.75,182.94,2388.04,8069.38,9.2919,0.02,332,2223,100.0,14.73,8.9359,0
46,10.0053,0.2505,100.0,489.05,604.62,1494.13,1294.64,10.52,15.49,394.91,2318.87,8779.18,1.26,45.22,371.96,2388.03,8136.0,8.6302,0.03,368,2319,100.0,28.65,17.2523,0
47,42.0031,0.8401,100.0,445.0,549.74,1345.91,1125.57,3.91,5.71,138.22,2211.9,8318.25,1.02,42.07,130.56,2387.98,8085.43,9.3202,0.02,331,2212,100.0,10.72,6.405,0
48,20.0058,0.7,100.0,491.19,607.05,1477.71,1241.91,9.35,13.65,334.95,2323.92,8719.94,1.08,44.35,315.29,2388.14,8056.68,9.2067,0.02,365,2324,100.0,24.43,14.702,0
49,20.001,0.7,100.0,491.19,607.5,1480.45,1246.61,9.35,13.65,334.81,2323.91,8724.68,1.08,44.15,315.56,2388.09,8054.6,9.1989,0.02,364,2324,100.0,24.47,14.7496,0
50,42.0069,0.84,100.0,445.0,549.52,1351.19,1119.62,3.91,5.71,138.47,2211.95,8312.79,1.02,42.01,130.46,2387.95,8088.49,9.3502,0.02,330,2212,100.0,10.82,6.4174,0
51,42.001,0.84,100.0,445.0,549.02,1341.51,1117.89,3.91,5.71,138.98,2211.9,8326.69,1.02,41.85,130.82,2387.97,8086.52,9.3338,0.02,329,2212,100.0,10.65,6.415,0
52,20.0068,0.7,100.0,491.19,606.71,1484.72,1249.47,9.35,13.65,334.8,2323.9,8717.57,1.08,44.33,315.52,2388.07,8055.89,9.1841,0.02,364,2324,100.0,24.43,14.6601,0
53,25.0069,0.62,60.0,462.54,536.47,1254.85,1038.84,7.05,9.02,175.78,1915.23,8011.48,0.94,36.48,164.39,2028.26,7872.32,10.8819,0.02,308,1915,84.93,14.41,8.6211,0
54,20.0079,0.7003,100.0,491.19,607.36,1487.96,1251.86,9.35,13.65,335.04,2323.99,8717.72,1.08,44.37,315.4,2388.04,8061.5,9.2044,0.02,365,2324,100.0,24.6,14.8531,0
55,35.003,0.8414,100.0,449.44,555.79,1369.45,1122.43,5.48,8.0,194.61,2222.94,8347.65,1.02,41.81,183.11,2388.0,8065.24,9.2985,0.02,332,2223,100.0,14.93,8.9568,0
56,35.0019,0.8403,100.0,449.44,555.64,1359.53,1128.08,5.48,8.0,194.63,2222.98,8344.36,1.02,41.77,183.09,2388.05,8066.62,9.308,0.02,334,2223,100.0,14.76,8.9778,0
57,9.9992,0.25,100.0,489.05,604.64,1498.01,1299.12,10.52,15.49,395.12,2318.89,8772.93,1.26,45.27,371.85,2388.05,8128.28,8.5994,0.03,369,2319,100.0,28.66,17.1411,0
58,25.0005,0.62,60.0,462.54,536.59,1257.41,1044.7,7.05,9.03,175.59,1915.33,8006.16,0.94,36.65,164.8,2028.17,7865.55,10.8628,0.02,306,1915,84.93,14.35,8.6131,0
59,41.9982,0.84,100.0,445.0,548.72,1356.17,1123.65,3.91,5.72,139.33,2211.91,8324.39,1.02,41.91,130.9,2387.99,8081.91,9.3375,0.02,330,2212,100.0,10.74,6.52,0
